erp_txn_id,customer_name,txn_date,erp_gross,erp_fee,erp_tax,erp_net,gateway_txn_id,gw_gross,gw_fee,gw_tax,gw_net,bank_ref_no,bank_credit,bank_narration,utr,fee_delta,net_delta,status,sub_status,confidence,stage,reasoning,exception_reason,anomaly_hint
ERP-2026-0055,Suresh Pillai,2026-07-31,45771.66,915.43,164.78,44691.45,pay_HV1XG1R11Q7UWW,45771.66,918.59,164.78,44688.29,BNK3532644,44688.29,IMPS/446291261920/SureshPillai/SETTLE,446291261920,3.16,3.16,REVIEW,MINOR_FEE_VARIANCE,82,1,"Minor gateway fee variance detected: ERP fee=INR 915.43, Gateway fee=INR 918.59, delta=INR 3.16. Within policy threshold of INR 5.00. Net amounts reconcile. Flagged for periodic fee audit.",,A2
ERP-2026-0056,Sanjay Bhat,2026-07-31,143679.49,2873.59,517.25,140288.65,pay_CQBNKX9DVNU80B,143679.49,2873.59,517.25,140288.65,BNK4158134,140288.65,CR-RAZORPAY-992962570107-6-0056,992962570107,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=992962570107, Gross=INR 143,679.49, Net=INR 140,288.65, Bank credit=INR 140,288.65. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0057,Sanjay Bhat,2026-07-22,101917.71,2038.35,366.9,99512.46,pay_349DXBZ9SVN7N1,101917.71,2038.35,366.9,99512.46,BNK1878547,99512.46,IMPS/760045839791/SanjayBhat/SETTLE,760045839791,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=760045839791, Gross=INR 101,917.71, Net=INR 99,512.46, Bank credit=INR 99,512.46. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0058,Vikram Joshi,2026-08-14,136910.97,2738.22,492.88,133679.87,pay_0X65MUFM8ZOV7L,136910.97,2738.22,492.88,133679.87,BNK6510922,133679.87,NEFT-805992461852-VikramJoshi-REF6-0058,805992461852,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=805992461852, Gross=INR 136,910.97, Net=INR 133,679.87, Bank credit=INR 133,679.87. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0059,Rekha Menon,2026-08-08,24755.96,495.12,89.12,24171.72,pay_SAL8M1G9FK2ST0,24755.96,495.12,89.12,24171.72,BNK6649968,24171.72,RTGS/140916141812/RAZORPAYPAYMENTS/SETTLE,140916141812,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=140916141812, Gross=INR 24,755.96, Net=INR 24,171.72, Bank credit=INR 24,171.72. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0060,Aditya Srivastava,2026-07-30,75684.55,1513.69,272.46,73898.4,pay_3FPOYIPK0QTL3Q,75684.55,1513.69,272.46,73898.4,BNK7171347,73898.4,CR-RAZORPAY-314040182215-6-0060,314040182215,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=314040182215, Gross=INR 75,684.55, Net=INR 73,898.40, Bank credit=INR 73,898.40. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0061,Suresh Pillai,2026-07-02,59769.87,1195.4,215.17,58359.3,pay_32EJX5TD44K1J6,59769.87,1195.4,215.17,58359.3,BNK4725179,58359.3,IMPS/200663178163/SureshPillai/SETTLE,200663178163,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=200663178163, Gross=INR 59,769.87, Net=INR 58,359.30, Bank credit=INR 58,359.30. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0062,Arjun Mehta,2026-07-14,141063.78,2821.28,507.83,137734.67,pay_NCILDZMFB7R31Q,141063.78,2821.28,507.83,137734.67,BNK2329187,137734.67,RAZORPAY SETTLEMENTS 106937867936,106937867936,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=106937867936, Gross=INR 141,063.78, Net=INR 137,734.67, Bank credit=INR 137,734.67. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0063,Rekha Menon,2026-07-16,28503.43,570.07,102.61,27830.75,pay_P1IEIXWC4RTWUZ,28503.43,570.07,102.61,27830.75,BNK1026245,27830.75,INB CREDIT RekhaMenon 569402438924,569402438924,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=569402438924, Gross=INR 28,503.43, Net=INR 27,830.75, Bank credit=INR 27,830.75. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0064,Aditya Srivastava,2026-08-18,7128.19,142.56,25.66,6959.97,pay_SM8T2SA5BNN0MC,7128.19,142.56,25.66,6959.97,BNK2739191,6959.97,RAZORPAY SETTLEMENTS 904194512296,904194512296,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=904194512296, Gross=INR 7,128.19, Net=INR 6,959.97, Bank credit=INR 6,959.97. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0065,Manish Tiwari,2026-07-31,113116.99,2262.34,407.22,110447.43,pay_3G2QZW3C1QKBHB,113116.99,2262.34,407.22,110447.43,BNK9646701,110447.43,UPI/443311214228/ManishTiwari/RAZORPAY,443311214228,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=443311214228, Gross=INR 113,116.99, Net=INR 110,447.43, Bank credit=INR 110,447.43. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0066,Kavitha Reddy,2026-07-28,82048.42,1640.97,295.37,80112.08,pay_M25LEN606N9RR7,82048.42,1640.97,295.37,80112.08,BNK2385991,80112.08,IMPS/394288048932/KavithaReddy/SETTLE,394288048932,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=394288048932, Gross=INR 82,048.42, Net=INR 80,112.08, Bank credit=INR 80,112.08. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0067,Anjali Desai,2026-08-21,24418.02,488.36,87.9,23841.76,pay_CXLVPYMB5M9J98,24418.02,488.36,87.9,23841.76,BNK7815076,23841.76,NEFT-834761706971-AnjaliDesai-REF6-0067,834761706971,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=834761706971, Gross=INR 24,418.02, Net=INR 23,841.76, Bank credit=INR 23,841.76. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0068,Manish Tiwari,2026-08-11,144097.75,2881.95,518.75,140697.05,pay_4YPEIXN8BFQNPC,144097.75,2881.95,518.75,140697.05,BNK7156398,140697.05,NEFT-680411980930-ManishTiwari-REF6-0068,680411980930,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=680411980930, Gross=INR 144,097.75, Net=INR 140,697.05, Bank credit=INR 140,697.05. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0069,Anjali Desai,2026-07-05,43909.16,878.18,158.07,42872.91,pay_RNUJJQ9K6RE4Q6,43909.16,878.18,158.07,42872.91,BNK6361793,42872.91,IMPS/989435288623/AnjaliDesai/SETTLE,989435288623,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=989435288623, Gross=INR 43,909.16, Net=INR 42,872.91, Bank credit=INR 42,872.91. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0070,Manish Tiwari,2026-08-16,61913.87,1238.28,222.89,60452.7,pay_Z7W2SEHE2ATN2T,61913.87,1238.28,222.89,60452.7,BNK6189037,60452.7,RTGS/SETTL/169089***,169089769417,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=169089769417, Gross=INR 61,913.87, Net=INR 60,452.70, Bank credit=INR 60,452.70. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,A1
ERP-2026-0071,Deepika Rao,2026-07-21,52230.45,1044.61,188.03,50997.81,pay_ELCQSE3TV1ES53,52230.45,1044.61,188.03,50997.81,BNK6102363,50997.81,RAZORPAY SETTLEMENTS 269728956268,269728956268,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=269728956268, Gross=INR 52,230.45, Net=INR 50,997.81, Bank credit=INR 50,997.81. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0072,Rohan Sharma,2026-08-11,97843.93,1956.88,352.24,95534.81,pay_4JWTEKTSG7FXZV,97843.93,1956.88,352.24,95534.81,BNK1476028,95534.81,RTGS/145370393987/RAZORPAYPAYMENTS/SETTLE,145370393987,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=145370393987, Gross=INR 97,843.93, Net=INR 95,534.81, Bank credit=INR 95,534.81. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0073,Sanjay Bhat,2026-07-21,146318.43,2926.37,526.75,142865.31,pay_OXRWK8R2YKCCPR,146318.43,2926.37,526.75,142865.31,BNK3410360,142865.31,UPI/474538426922/SanjayBhat/RAZORPAY,474538426922,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=474538426922, Gross=INR 146,318.43, Net=INR 142,865.31, Bank credit=INR 142,865.31. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0074,Deepika Rao,2026-08-02,131921.81,2638.44,474.92,128808.45,pay_SDIEQFB85P8637,131921.81,2638.44,474.92,128808.45,BNK4184887,128808.45,CR-RAZORPAY-446694606719-6-0074,446694606719,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=446694606719, Gross=INR 131,921.81, Net=INR 128,808.45, Bank credit=INR 128,808.45. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0075,Manish Tiwari,2026-07-03,85757.11,1715.14,308.73,83733.24,pay_DOQIVBKV4YKADE,85757.11,1715.14,308.73,83733.24,BNK7136730,83733.24,UPI/899999819493/ManishTiwari/RAZORPAY,899999819493,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=899999819493, Gross=INR 85,757.11, Net=INR 83,733.24, Bank credit=INR 83,733.24. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0076,Manish Tiwari,2026-07-03,20986.94,419.74,75.55,20491.65,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,EXCEPTION,MISSING_GATEWAY,98,1,"No gateway settlement row found for ERP record ERP-2026-0076. Payment may not have been processed by the gateway, or the settlement file is incomplete.",MISSING_GATEWAY,A4
ERP-2026-0077,Anjali Desai,2026-08-13,87763.47,1755.27,315.95,85692.25,pay_SF6F7LOW4VSSRU,87763.47,1755.27,315.95,85692.25,BNK1279121,85692.25,RTGS/995392845738/RAZORPAYPAYMENTS/SETTLE,995392845738,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=995392845738, Gross=INR 87,763.47, Net=INR 85,692.25, Bank credit=INR 85,692.25. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0078,Arjun Mehta,2026-07-21,62237.54,1244.75,224.05,60768.74,pay_VJX8UIBRSZ1N3I,62237.54,1244.75,224.05,60768.74,BNK4200829,60768.74,UPI/223267798693/ArjunMehta/RAZORPAY,223267798693,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=223267798693, Gross=INR 62,237.54, Net=INR 60,768.74, Bank credit=INR 60,768.74. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0079,Rekha Menon,2026-07-13,83933.95,1678.68,302.16,81953.11,pay_SWQ40ZSU9RN8QT,83933.95,1678.68,302.16,81953.11,BNK5435261,81953.11,UPI/488893282253/RekhaMenon/RAZORPAY,488893282253,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=488893282253, Gross=INR 83,933.95, Net=INR 81,953.11, Bank credit=INR 81,953.11. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0080,Pooja Iyer,2026-07-19,52281.35,1045.63,188.21,51047.51,pay_1ZYRRU7ZKUT6OM,52281.35,1045.63,188.21,51047.51,BNK3457461,51047.51,CR-RAZORPAY-983788581667-6-0080,983788581667,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=983788581667, Gross=INR 52,281.35, Net=INR 51,047.51, Bank credit=INR 51,047.51. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0081,Sunita Kapoor,2026-08-19,144695.56,2893.91,520.9,141280.75,pay_0H3JUJD0IB6IID,144695.56,2893.91,520.9,141280.75,BNK8925622,141280.75,UPI/887397615467/SunitaKapoor/RAZORPAY,887397615467,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=887397615467, Gross=INR 144,695.56, Net=INR 141,280.75, Bank credit=INR 141,280.75. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0082,Deepika Rao,2026-08-23,28353.59,567.07,102.07,27684.45,pay_X5RX1KKC1XI04B,28353.59,567.07,102.07,27684.45,BNK8010946,27684.45,CR-RAZORPAY-292936248351,292936248351,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=292936248351, Gross=INR 28,353.59, Net=INR 27,684.45, Bank credit=INR 27,684.45. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,A1
ERP-2026-0083,Deepika Rao,2026-08-17,85383.29,1707.67,307.38,83368.24,pay_AUD9K9TR74QGEF,85383.29,1707.67,307.38,83368.24,BNK5316188,83368.24,RTGS/810640626473/RAZORPAYPAYMENTS/SETTLE,810640626473,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=810640626473, Gross=INR 85,383.29, Net=INR 83,368.24, Bank credit=INR 83,368.24. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0084,Aditya Srivastava,2026-08-06,98225.66,1964.51,353.61,95907.54,pay_G463SDYGFLIJI1,98225.66,1964.51,353.61,95907.54,BNK6065810,95907.54,INB CREDIT AdityaSrivastava 464874801234,464874801234,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=464874801234, Gross=INR 98,225.66, Net=INR 95,907.54, Bank credit=INR 95,907.54. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0085,Kavitha Reddy,2026-08-05,120398.25,2407.97,433.43,117556.85,pay_CELOS6ZLE6KWHE,120398.25,2407.97,433.43,117556.85,BNK7268384,117556.85,RTGS/598874133330/RAZORPAYPAYMENTS/SETTLE,598874133330,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=598874133330, Gross=INR 120,398.25, Net=INR 117,556.85, Bank credit=INR 117,556.85. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0086,Sunita Kapoor,2026-07-14,73579.78,1471.6,264.89,71843.29,pay_1YV2STN7E36HTF,73579.78,1471.6,264.89,71843.29,BNK8412854,71843.29,RAZORPAY SETTLEMENTS 674900639822,674900639822,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=674900639822, Gross=INR 73,579.78, Net=INR 71,843.29, Bank credit=INR 71,843.29. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0087,Rohan Sharma,2026-07-03,27407.21,548.14,98.67,26760.4,pay_3QSQCQ30O30UBM,27407.21,548.14,98.67,26760.4,,0.0,,692979333587,0.0,0.0,EXCEPTION,MISSING_BANK,97,2,"Gateway shows settlement (UTR=692979333587, net=INR 26,760.40) but no corresponding bank credit found by exact UTR lookup, fuzzy narration search, or amount+hint corroboration. Possible: bank credit pending, wrong account, or bank file incomplete.",MISSING_BANK,A5
ERP-2026-0088,Arjun Mehta,2026-07-30,81894.58,1637.89,294.82,79961.87,pay_N6Q7NC85E4E9OE,81894.58,1637.89,294.82,79961.87,BNK1058272,79961.87,RAZORPAY SETTLEMENTS 349016725058,349016725058,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=349016725058, Gross=INR 81,894.58, Net=INR 79,961.87, Bank credit=INR 79,961.87. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0089,Neha Singhania,2026-07-03,35533.72,710.67,127.92,34695.13,pay_3IMJ70E3P15AHD,35533.72,710.67,127.92,34695.13,BNK1816653,34695.13,UPI/589770480738/NehaSinghania/RAZORPAY,589770480738,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=589770480738, Gross=INR 35,533.72, Net=INR 34,695.13, Bank credit=INR 34,695.13. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0090,Lakshmi Narayanan,2026-07-04,100865.71,2017.31,363.12,98485.28,pay_F9I6UU13I59SOJ,100865.71,2017.31,363.12,98485.28,BNK8167236,98485.28,RTGS/787946958681/RAZORPAYPAYMENTS/SETTLE,787946958681,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=787946958681, Gross=INR 100,865.71, Net=INR 98,485.28, Bank credit=INR 98,485.28. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0091,Rahul Verma,2026-07-22,138372.8,2767.46,498.14,135107.2,pay_LOFN1R4KZ36U8U,138372.8,2767.46,498.14,135107.2,BNK5074489,135107.2,RTGS/525777686278/RAZORPAYPAYMENTS/SETTLE,525777686278,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=525777686278, Gross=INR 138,372.80, Net=INR 135,107.20, Bank credit=INR 135,107.20. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0092,Sunita Kapoor,2026-08-18,104496.13,2089.92,376.19,102030.02,pay_D0GJYV5G10UR5L,104496.13,2089.92,376.19,102030.02,BNK4188068,102030.02,INB CREDIT SunitaKapoor 331994091775,331994091775,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=331994091775, Gross=INR 104,496.13, Net=INR 102,030.02, Bank credit=INR 102,030.02. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0093,Kavitha Reddy,2026-08-06,22315.45,446.31,80.34,21788.8,pay_OILKQXLM5Q201L,22315.45,446.31,80.34,21788.8,BNK6249960,21788.8,IMPS/504599351747/KavithaReddy/SETTLE,504599351747,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=504599351747, Gross=INR 22,315.45, Net=INR 21,788.80, Bank credit=INR 21,788.80. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0094,Anjali Desai,2026-07-09,73503.29,1470.07,264.61,71768.61,pay_7UPFLN4RXYJ38X,73503.29,1470.07,264.61,71768.61,BNK3822492,71768.61,RAZORPAY SETTLEMENTS 604618265615,604618265615,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=604618265615, Gross=INR 73,503.29, Net=INR 71,768.61, Bank credit=INR 71,768.61. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0095,Meera Agarwal,2026-07-01,61995.11,1239.9,223.18,60532.03,pay_S4C3BAEWCFHQCW,61995.11,1239.9,223.18,60532.03,BNK9106820,60532.03,RTGS/SETTL/778320***,778320951396,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=778320951396, Gross=INR 61,995.11, Net=INR 60,532.03, Bank credit=INR 60,532.03. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,A1
ERP-2026-0096,Suresh Pillai,2026-07-16,45346.21,906.92,163.25,44276.04,pay_TKSZP7G7SIWJM2,45346.21,906.92,163.25,44276.04,BNK7812009,44276.04,RTGS/508361278207/RAZORPAYPAYMENTS/SETTLE,508361278207,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=508361278207, Gross=INR 45,346.21, Net=INR 44,276.04, Bank credit=INR 44,276.04. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0097,Aditya Srivastava,2026-07-18,102822.1,2056.44,370.16,100395.5,pay_X41DNTCAGRP2U4,102822.1,2056.44,370.16,100395.5,BNK4546989,100395.5,IMPS/349290861585/AdityaSrivastava/SETTLE,349290861585,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=349290861585, Gross=INR 102,822.10, Net=INR 100,395.50, Bank credit=INR 100,395.50. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0098,Manish Tiwari,2026-07-09,12224.94,244.5,44.01,11936.43,pay_UB7L8V1ZOCFI4O,12224.94,244.5,44.01,11936.43,BNK6565503,11936.43,INB CREDIT ManishTiwari 696556035704,696556035704,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=696556035704, Gross=INR 12,224.94, Net=INR 11,936.43, Bank credit=INR 11,936.43. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0099,Rohan Sharma,2026-07-19,11489.25,229.78,41.36,11218.11,pay_BP4M18O1BJ9RM7,11489.25,229.78,41.36,11218.11,BNK7376562,11218.11,IMPS/303718235716/RohanSharma/SETTLE,303718235716,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=303718235716, Gross=INR 11,489.25, Net=INR 11,218.11, Bank credit=INR 11,218.11. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
ERP-2026-0100,Anjali Desai,2026-07-06,117773.59,2355.47,423.98,114994.14,pay_N2FOMD7Q1DDPUS,117773.59,2355.47,423.98,114994.14,BNK2503554,114994.14,RTGS/126213443527/RAZORPAYPAYMENTS/SETTLE,126213443527,0.0,0.0,MATCHED,EXACT_MATCH,99,1,"Exact match on ERP<->Gateway<->Bank. UTR=126213443527, Gross=INR 117,773.59, Net=INR 114,994.14, Bank credit=INR 114,994.14. Math valid (ERP delta=0.0, GW delta=0.0). No anomalies detected.",,NONE
