erp_txn_id,txn_date,customer_name,payment_method,gross_amount_inr,gateway_fee_inr,tax_on_fee_inr,net_payable_inr,expected_settlement_date,status,gateway_ref,_anomaly_injected
ERP-2026-0167,2026-08-03,Rohan Sharma,Card,129750.51,2595.01,467.1,126688.4,2026-08-05,POSTED,pay_TLAHESU0GWG0UT,NONE
ERP-2026-0168,2026-07-10,Aditya Srivastava,UPI,62339.0,1246.78,224.42,60867.8,2026-07-12,PENDING,pay_XIG3MMFB3LD6HA,A7
ERP-2026-0169,2026-07-26,Arjun Mehta,NEFT,46074.92,921.5,165.87,44987.55,2026-07-29,POSTED,pay_SF6IRT9M5D4K32,NONE
ERP-2026-0170,2026-07-31,Deepika Rao,Card,95254.66,1905.09,342.92,93006.65,2026-08-02,PENDING,pay_DKPAWL0ADNRWA7,A3
ERP-2026-0171,2026-08-15,Rekha Menon,NEFT,12732.13,254.64,45.84,12431.65,2026-08-18,POSTED,pay_3DRX2KD88HU3U8,NONE
ERP-2026-0172,2026-07-03,Suresh Pillai,IMPS,91009.16,1820.18,327.63,88861.35,2026-07-04,RECONCILED,pay_4T209QTNU594MF,NONE
ERP-2026-0173,2026-07-16,Suresh Pillai,IMPS,113812.04,2276.24,409.72,111126.08,2026-07-19,PENDING,pay_2P4RJ3BAS5IQS3,A1
ERP-2026-0174,2026-08-10,Priya Nair,Card,33005.47,660.11,118.82,32226.54,2026-08-13,RECONCILED,pay_BKX6PG278NUW28,A1
ERP-2026-0175,2026-07-11,Lakshmi Narayanan,IMPS,1340.16,26.8,4.82,1308.54,2026-07-13,POSTED,pay_PNL1PGUIYQ3YKL,NONE
ERP-2026-0176,2026-07-13,Sanjay Bhat,Netbanking,30668.38,613.37,110.41,29944.6,2026-07-14,PENDING,pay_JFZY8DPQY5Q2JE,NONE
ERP-2026-0177,2026-07-14,Rekha Menon,Wallet,87411.17,1748.22,314.68,85348.27,2026-07-15,POSTED,pay_UO5T7E9UF50TJF,NONE
ERP-2026-0178,2026-08-15,Rahul Verma,Card,109619.12,2192.38,394.63,107032.11,2026-08-16,POSTED,pay_5X7A5X5UVFTWR8,NONE
ERP-2026-0179,2026-07-14,Sanjay Bhat,Card,5391.52,107.83,19.41,5264.28,2026-07-16,POSTED,pay_KMIUJ10WS341YB,A7
ERP-2026-0180,2026-08-20,Rahul Verma,Wallet,61792.69,1235.85,222.45,60334.39,2026-08-23,PENDING,pay_2ACQDKVPGQM8NZ,A6
ERP-2026-0181,2026-07-04,Lakshmi Narayanan,IMPS,76017.84,1520.36,273.66,74223.82,2026-07-07,RECONCILED,pay_F594DLP61HJE43,NONE
ERP-2026-0182,2026-07-10,Anjali Desai,UPI,38256.47,765.13,137.72,37353.62,2026-07-11,POSTED,pay_PPR9ZPLMOHV0AD,NONE
ERP-2026-0183,2026-08-04,Aditya Srivastava,Netbanking,97439.25,1948.79,350.78,95139.68,2026-08-06,RECONCILED,pay_KSLDEKCYCS61Y8,NONE
ERP-2026-0184,2026-07-03,Amit Gupta,IMPS,72610.85,1452.22,261.4,70897.23,2026-07-05,POSTED,pay_W3R8M9SKZ3DR8C,NONE
ERP-2026-0185,2026-07-25,Dinesh Choudhary,Wallet,142788.14,2855.76,514.04,139418.34,2026-07-28,POSTED,pay_I5YWL046ARXCMT,NONE
ERP-2026-0186,2026-07-19,Rohan Sharma,Card,44201.73,884.03,159.13,43158.57,2026-07-22,POSTED,pay_T63TFAAUWYCUF6,NONE
ERP-2026-0187,2026-07-25,Kavitha Reddy,NEFT,13123.26,262.47,47.24,12813.55,2026-07-28,POSTED,pay_AINAOTOUS8LL8F,NONE
ERP-2026-0188,2026-08-08,Neha Singhania,Wallet,42487.56,849.75,152.95,41484.86,2026-08-10,POSTED,pay_8JK1MKP8DYZAXF,NONE
ERP-2026-0189,2026-07-13,Sunita Kapoor,Netbanking,107986.01,2159.72,388.75,105437.54,2026-07-15,POSTED,pay_2LNSAJ116U76AT,NONE
ERP-2026-0190,2026-07-30,Meera Agarwal,Card,74493.28,1489.87,268.18,72735.23,2026-07-31,POSTED,pay_1IC5ACQ0I0BXZO,NONE
ERP-2026-0191,2026-07-05,Deepika Rao,UPI,119996.32,2399.93,431.99,117164.4,2026-07-07,RECONCILED,pay_4NTYMT8BNGVQLK,A4
ERP-2026-0192,2026-07-08,Arjun Mehta,Netbanking,68258.33,1365.17,245.73,66647.43,2026-07-10,POSTED,pay_KWDFW0BQE6ZSBQ,NONE
ERP-2026-0193,2026-07-15,Kavitha Reddy,IMPS,47424.43,948.49,170.73,46305.21,2026-07-16,POSTED,pay_9P6JDH6LNWH4I5,NONE
ERP-2026-0194,2026-08-13,Meera Agarwal,Wallet,143255.86,2865.12,515.72,139875.02,2026-08-16,PENDING,pay_SX2YZTD1S8K4QJ,NONE
ERP-2026-0195,2026-08-17,Arjun Mehta,Card,37043.85,740.88,133.36,36169.61,2026-08-20,POSTED,pay_G6XWDJYZAZP0GZ,NONE
ERP-2026-0196,2026-08-03,Meera Agarwal,UPI,102472.02,2049.44,368.9,100053.68,2026-08-06,POSTED,pay_OCMMZTCW88V8VE,NONE
ERP-2026-0197,2026-07-28,Neha Singhania,IMPS,105110.8,2102.22,378.4,102630.18,2026-07-29,RECONCILED,pay_DURRYAJLC3EYFW,NONE
ERP-2026-0198,2026-08-11,Suresh Pillai,UPI,81847.86,1636.96,294.65,79916.25,2026-08-13,POSTED,pay_UYSLY9FSOG6R49,NONE
ERP-2026-0199,2026-07-30,Aditya Srivastava,Wallet,117212.06,2344.24,421.96,114445.86,2026-08-01,POSTED,pay_P4CCGD8JWC1CH6,A4
ERP-2026-0200,2026-07-05,Rekha Menon,UPI,90845.84,1816.92,327.05,88701.87,2026-07-08,POSTED,pay_TQJC8Q8MNCLICW,A7
ERP-2026-0201,2026-08-02,Neha Singhania,Netbanking,13280.14,265.6,47.81,12966.73,2026-08-03,POSTED,pay_7AFWENA0FFE0JU,A1
ERP-2026-0202,2026-07-23,Arjun Mehta,IMPS,120768.77,2415.38,434.77,117918.62,2026-07-26,POSTED,pay_8YCER1VON9ME5C,NONE
ERP-2026-0203,2026-08-01,Rahul Verma,UPI,32427.68,648.55,116.74,31662.39,2026-08-04,POSTED,pay_5ZV2SADGWMGPNT,NONE
ERP-2026-0204,2026-08-02,Rahul Verma,Netbanking,8255.71,165.11,29.72,8060.88,2026-08-05,POSTED,pay_5R6VYG4KDQP4IU,A1
ERP-2026-0205,2026-08-21,Aditya Srivastava,Wallet,13682.05,273.64,49.26,13359.15,2026-08-24,POSTED,pay_MPW35YKPVOJBXJ,A4
ERP-2026-0206,2026-08-09,Aditya Srivastava,Netbanking,59164.31,1183.29,212.99,57768.03,2026-08-10,POSTED,pay_JSRZMOBERAY51Q,NONE
ERP-2026-0207,2026-07-22,Vikram Joshi,NEFT,63637.5,1272.75,229.09,62135.66,2026-07-24,POSTED,pay_Y7QNUTK4PP0WCS,NONE
ERP-2026-0208,2026-07-03,Deepika Rao,IMPS,132786.01,2655.72,478.03,129652.26,2026-07-06,PENDING,pay_T3C3F8T65P5E3L,NONE
ERP-2026-0209,2026-08-04,Neha Singhania,NEFT,38204.53,764.09,137.54,37302.9,2026-08-07,POSTED,pay_MPSOS9ENLXIGCV,NONE
ERP-2026-0210,2026-08-09,Priya Nair,UPI,930.91,18.62,3.35,908.94,2026-08-12,POSTED,pay_7NG3J0SONF0JUH,A1
ERP-2026-0211,2026-08-05,Meera Agarwal,Netbanking,47264.17,945.28,170.15,46148.74,2026-08-06,PENDING,pay_C9DT6F9MUDS0WE,NONE
ERP-2026-0212,2026-07-24,Deepika Rao,IMPS,119785.33,2395.71,431.23,116958.39,2026-07-25,PENDING,pay_FT2YFA4OFQOLLJ,NONE
ERP-2026-0213,2026-07-31,Meera Agarwal,Wallet,26576.61,531.53,95.68,25949.4,2026-08-03,POSTED,pay_E15C78FOPYGL03,NONE
ERP-2026-0214,2026-07-03,Neha Singhania,IMPS,115279.72,2305.59,415.01,112559.12,2026-07-04,RECONCILED,pay_KU1JQNG0RUYN1M,A1
ERP-2026-0215,2026-07-31,Priya Nair,UPI,6326.74,126.53,22.78,6177.43,2026-08-03,POSTED,pay_8EY5LARITUY9QJ,A6
ERP-2026-0216,2026-08-17,Sunita Kapoor,NEFT,11293.4,225.87,40.66,11026.87,2026-08-18,POSTED,pay_6Z63Y4K88JFYWR,NONE
ERP-2026-0217,2026-07-30,Kavitha Reddy,IMPS,62794.56,1255.89,226.06,61312.61,2026-08-01,PENDING,pay_805XKTNFDMDD1K,A2
ERP-2026-0218,2026-07-10,Meera Agarwal,IMPS,23649.91,473.0,85.14,23091.77,2026-07-13,PENDING,pay_TELSB68K0DTZTG,NONE
ERP-2026-0219,2026-08-18,Rohan Sharma,Wallet,131443.77,2628.88,473.2,128341.69,2026-08-21,RECONCILED,pay_LIW1ECIEZ6FG2S,NONE
ERP-2026-0220,2026-07-06,Suresh Pillai,UPI,58457.71,1169.15,210.45,57078.11,2026-07-09,PENDING,pay_2VCC2FA214JEVN,NONE
ERP-2026-0221,2026-08-20,Aditya Srivastava,Netbanking,82403.08,1648.06,296.65,80458.37,2026-08-22,PENDING,pay_AQ6C7LFVW2CI1P,NONE
ERP-2026-0222,2026-08-18,Pooja Iyer,Card,49874.72,997.49,179.55,48697.68,2026-08-20,POSTED,pay_FJEHP873I8SV40,NONE
ERP-2026-0223,2026-08-01,Priya Nair,Netbanking,98985.63,1979.71,356.35,96649.57,2026-08-04,POSTED,pay_FG8IWMOJ0TVUN8,NONE
ERP-2026-0224,2026-07-21,Priya Nair,Wallet,37600.24,752.0,135.36,36712.88,2026-07-23,POSTED,pay_EQZX03W414SYSF,A5
ERP-2026-0225,2026-07-02,Sunita Kapoor,IMPS,53709.68,1074.19,193.35,52442.14,2026-07-05,POSTED,pay_U6UF1RCYVLN09W,A6
ERP-2026-0226,2026-07-10,Anjali Desai,Netbanking,84837.18,1696.74,305.41,82835.03,2026-07-12,PENDING,pay_H4R470GD503DU0,NONE
ERP-2026-0227,2026-08-08,Meera Agarwal,Card,149427.84,2988.56,537.94,145901.34,2026-08-10,POSTED,pay_SVUUPGQBGQXLFF,NONE
ERP-2026-0228,2026-08-19,Manish Tiwari,Card,1626.47,32.53,5.86,1588.08,2026-08-21,RECONCILED,pay_TXY6AX76NOCNHB,NONE
ERP-2026-0229,2026-08-18,Sunita Kapoor,NEFT,12975.08,259.5,46.71,12668.87,2026-08-19,POSTED,pay_KJSQ446E8LTL29,NONE
ERP-2026-0230,2026-07-31,Sunita Kapoor,IMPS,69782.72,1395.65,251.22,68135.85,2026-08-02,POSTED,pay_ZD0PH48EEGCMLY,A1
ERP-2026-0231,2026-07-29,Sanjay Bhat,Wallet,55119.96,1102.4,198.43,53819.13,2026-07-31,PENDING,pay_EYI2LR4FYCXLU7,NONE
ERP-2026-0232,2026-08-22,Sanjay Bhat,Wallet,36395.48,727.91,131.02,35536.55,2026-08-24,POSTED,pay_00J4LV7GTCNP8M,NONE
ERP-2026-0233,2026-07-13,Sunita Kapoor,Netbanking,131175.51,2623.51,472.23,128079.77,2026-07-14,POSTED,pay_G5DU7TKI15727F,A4
ERP-2026-0234,2026-07-13,Rohan Sharma,Card,127535.9,2550.72,459.13,124526.05,2026-07-15,POSTED,pay_OKW0Y4BLK04OSB,NONE
ERP-2026-0235,2026-07-24,Meera Agarwal,Wallet,13457.86,269.16,48.45,13140.25,2026-07-25,RECONCILED,pay_M6EOXZROBV5A98,A3
ERP-2026-0236,2026-07-05,Sunita Kapoor,UPI,101289.11,2025.78,364.64,98898.69,2026-07-06,POSTED,pay_MAW994PDCWZQMG,NONE
ERP-2026-0237,2026-08-09,Rohan Sharma,UPI,10078.62,201.57,36.28,9840.77,2026-08-10,POSTED,pay_DFWMSPJN2RN4TD,A6
ERP-2026-0238,2026-07-01,Arjun Mehta,UPI,145613.68,2912.27,524.21,142177.2,2026-07-04,RECONCILED,pay_2KCRTTU5Z55P38,NONE
ERP-2026-0239,2026-07-06,Manish Tiwari,IMPS,71439.59,1428.79,257.18,69753.62,2026-07-08,POSTED,pay_9S6Q71A2YFQ7ZH,NONE
ERP-2026-0240,2026-08-10,Rahul Verma,UPI,96905.23,1938.1,348.86,94618.27,2026-08-13,RECONCILED,pay_NZC2DEN1XVMZIU,A2
ERP-2026-0241,2026-08-23,Vikram Joshi,Netbanking,58350.18,1167.0,210.06,56973.12,2026-08-26,RECONCILED,pay_NJD2VQWOW2TRJO,NONE
ERP-2026-0242,2026-07-22,Lakshmi Narayanan,Card,137551.02,2751.02,495.18,134304.82,2026-07-24,PENDING,pay_DVX3VH8V2ZC951,NONE
ERP-2026-0243,2026-07-01,Rohan Sharma,Netbanking,12828.93,256.58,46.18,12526.17,2026-07-03,RECONCILED,pay_EHD2PGICAJINBL,NONE
ERP-2026-0244,2026-07-19,Rahul Verma,IMPS,25849.9,517.0,93.06,25239.84,2026-07-21,POSTED,pay_EFTSFQ80ETSTRB,A5
ERP-2026-0245,2026-07-20,Meera Agarwal,IMPS,58958.02,1179.16,212.25,57566.61,2026-07-21,POSTED,pay_00TRETSQD7CHE6,NONE
ERP-2026-0246,2026-07-07,Aditya Srivastava,Wallet,4220.95,84.42,15.2,4121.33,2026-07-10,RECONCILED,pay_OZLQNIYTZLHDEX,NONE
ERP-2026-0247,2026-07-23,Meera Agarwal,Netbanking,21129.07,422.58,76.06,20630.43,2026-07-26,POSTED,pay_7LI8G1E8GG0RID,NONE
ERP-2026-0248,2026-08-08,Rahul Verma,UPI,9573.43,191.47,34.46,9347.5,2026-08-09,POSTED,pay_SP5HK7UXXJVFT8,NONE
ERP-2026-0249,2026-07-13,Dinesh Choudhary,Netbanking,116730.08,2334.6,420.23,113975.25,2026-07-14,RECONCILED,pay_3JF306DNL9WQ9Q,NONE
ERP-2026-0250,2026-07-25,Anjali Desai,Card,100445.74,2008.91,361.6,98075.23,2026-07-26,PENDING,pay_GJGB27PT9FKTWL,A2
